id|acronym|title|startDate|endDate|totalCost|legalBasis|topics|masterCall|subCall|fundingScheme|objective|grantDoi|cluster
101147451|BLADE2CIRC|Forging the blades of the future with composite materials with circular, safe and sustainable design|2024-04-01|2027-09-30|3969228,75|HORIZON.2.5|HORIZON-CL5-2023-D3-02-15|HORIZON-CL5-2023-D3-02|HORIZON-CL5-2023-D3-02|HORIZON-RIA|BLADESCIRC will be one of the pioneering projects of exploring bio-based approaches to improve the sustainability of the wind energy sector.  To this end, the project will research on biobased materials to develop new composite. These new composites will combine high strength biobased carbon fibres and biobased structural resins with a dynamic performance. The dynamic performance provided to the structural resins at molecular and supramolecular level will be the bases to design and develop a set of technologies for improving the lifetime, efficient decommissioning and increase the circularity of the offshore and onshore wind energy systems: i) Coatings with self-healing and ompniphobic properties for lifetime spanning, ii) Debondable adhesives formulation for enhanced recycling and maintenance, and iii) Green solvents and evolved enzymes for chemical and enzymatic degradation processes to recover high-quality fibres. The proposed innovations are grounded on the results of previous or on-going projects (ECOXY, BIZENTE, VIBES, LIBRE or BIO-UPTAKE) that have shown the high potential of the biobased solutions, which, in addition to the modelling, testing, validation and multi-criteria assessment stages, will ensure that the new composite will have a competitive performance compared to the existing and commercial solutions.BLADESCIRC will collaborate with the ETIP Wind to engage stakeholders and promote collaborations and disseminate the results in the most relevant scientific forums.|10.3030/101147451|Cluster 5
101137673|TipESM|Exploring Tipping Points and Their Impacts Using Earth System Models|2024-01-01|2027-12-31|0|HORIZON.2.5|HORIZON-CL5-2023-D1-01-02|HORIZON-CL5-2023-D1-01|HORIZON-CL5-2023-D1-01|HORIZON-RIA|TipESM brings together scientists from a range of disciplines to deliver a step change in our understanding of climate tipping points in the Earth system, including their impact on ecosystems and society, combined with a set of early warning indicators and safe future emission pathways that minimise the risk of exceeding such tipping points. TipESM assembles the latest Earth System Models (ESMs), including recent improvements to key processes: ice sheets, vegetation and land use, permafrost, marine and terrestrial biogeochemistry. In cooperation with the WCRP/Future-Earth project TIPMIP, TipESM will organise an international collaboration to design and realise a common ESM experiment protocol that will facilitate analysis of the likelihood of occurrence, and potential reversibility, of tipping elements at different levels and duration of global warming. These experiments, will be combined with more project-specific ESM experiments, designed to investigate interactions and feedbacks across the Earth system. Based on the TipESM experiments, existing simulations and observations, we will investigate tipping points, their driving processes, potential early warning signals and cascading effects across the climate, ecosystems and society. Including the most important components of the Earth system in our ESMs will also allow TipESM to identify potentially unknown tipping elements, their precursors and impacts.TipESM brings together expertise from climate science and climate impacts to investigate both the role of gradual climate change for tipping in individual ecosystems and society, and the impact of crossing specific climate tipping points for society, ecosystems, and biodiversity. Project findings will be synthesised into a tipping points risk register. New knowledge and data from TipESM will be regularly communicated to a broad range of research communities, policymakers and the public, contributing to a prepared and resilient society.|10.3030/101137673|Cluster 5
101147312|SAGELI|ADVANCED SAFER MATERIALS AND HIGH PERFORMING CELLS FOR THE NEXT GENERATION OF LI-ION BATTERIES SUITABLE FOR MOBILITY APPLICATIONS|2025-01-01|2027-12-31|4975670,75|HORIZON.2.5|HORIZON-CL5-2023-D2-02-02|HORIZON-CL5-2023-D2-02|HORIZON-CL5-2023-D2-02|HORIZON-RIA|SAGELi aims to develop safer materials and cells that meet Batteries Europe’s 2030 targets for safety, performance, lifetime, sustainability and cost including EUCAR level <3. SAGELi’s new cathode active materials (CAM) contain no Co. They are based on inherently-safe Mn-rich oxides. Additional safety will be ensured by reducing CAMs’ active surface area and an innovative coating. SAGELi’s safer binders target better adhesion, lower swelling and better processability to prevent safety issues from cracking and inhomogeneities. SAGELi’s flame-retardant electrolytes target stability at high voltage. SAGELi’s Flash Thermal Test will predict safety from just a few grams of novel materials, eliminating the need for upscaling to determine safety. SAGELi’s State of Safety Early Prediction Tool will predict EUCAR level during battery operation and ageing. SAGELi’s pouch cells will be demonstrated at 25 mAh and 5 Ah scale, and all SAGELi materials and cells are fully scalable and recyclable via existing processes.The consortium gathers (i) 5 top public research organisations whose previous results have been used in commercial batteries (CEA, FZJ, CNRS, CID, CICe); (ii) 7 companies committed to bringing SAGELi to market in existing and future factories across the EU for sales to customers worldwide: Umicore for CAM, Arkema for binder and electrolyte, Ccell for cells, Power4Future for batteries, FINCANTIERI for electric ships and THALES for electric aircraft equipment; and (ii) EU electromobility association, AVERE.SAGELi’s raw material cost is 23% lower than NMC811. SAGELI’s market penetration in 2030 is expected to generate ~1.4 bn€ of revenues for SAGELi’s EU partners by 2030 and >20.2bn€ in 2035. Its materials are expected to be used in 40GWh of batteries produced in 2030, 600GWh produced in 2035, and 700 GWh produced in 2040, providing a cumulative 1.9Mt C02eq savings vs NMC811. Preliminary LCA also predicts reduced water use, other emissions and land-use vs NMC811.|10.3030/101147312|Cluster 5
101212747|CIRCBUILT|CIRCular bio-based products for the BUILT environment|2025-05-01|2028-04-30|3999295,75|HORIZON.2.5|HORIZON-MISS-2024-NEB-01-01|HORIZON-MISS-2024-NEB-01|HORIZON-MISS-2024-NEB-01|HORIZON-RIA|The building and construction sector accounts for 37% of global emissions (2023). To mitigate the environmental impact of this sector, bio-based products are a promising solution especially when they are sourced from secondary bio-based materials. The CIRCBUILT project will gather 7 academic partners and 5 industries (SMEs mainly) for 36 months to propose a novel high value-added pathway for bio-based waste/residue sources of lignocellulose from the agricultural, agrofood and forestry industries, while being aligned with the cascading principles. Three novel intermediate components will act as main building blocks: foam-formed materials manufactured using two novel resource-efficient processes; first-of-a-kind thermochromic nanocellulose-based films and coatings; isocyanate- and formaldehyde-free bio-based binders as unique selling point on the adhesive market. This will serve as basis to the development and validation at TRL5 of four different types of products 100% made from secondary bio-based materials for the construction sector: 1) thermal insulation panels, 2) construction panels, 3) adapting cooling windows, and 4) indoor acoustic panels. Their technical performances will be comparable to their respective fossil-based benchmark, while unlocking the potential of circular value chains. A mock-up integrating the four products will be created for dissemination purposes, even to young generations of end-users. CIRCBUILT will engage with key stakeholders from the construction sector, as well as the broader cultural and artistic sector for going way beyond alignment with stakeholders’ requirements and NEB values; key stakeholders will be gathered in a Stakeholder Forum from the project’s beginning and actively participate in the products’ development and design creative processes. Novel circular business models will serve as basis to the overall project’s exploitation, preparing the industrialisation and commercialisation of the CIRCBUILT products.|10.3030/101212747|Cluster MISS
101216569|PEATLESS|Overcoming barriers for the adoption of alternative substrates with less peat content to support the Green Transition in horticulture|2025-05-01|2028-04-30|3358475|HORIZON.2.6|HORIZON-CL6-2024-CLIMATE-02-3|HORIZON-CL6-2024-CLIMATE-02|HORIZON-CL6-2024-CLIMATE-02|HORIZON-RIA|Peatlands are crucial in climate change resilience as critical habitats for biodiversity, ecosystem services, and Carbon storage. Today, 50% of the EU peatland area is degraded due to peat extraction, with a high environmental impact associated and poses a high risk for the Green Transition goals. The horticultural industry depends entirely on peat for growing media, as current alternatives face technical, socio-cultural, and economic barriers. PEATLESS aims to contribute to overcoming these barriers to promote the uptake of sustainable and locally available substrates blends with reduced peat content in selected horticultural systems: mushrooms, seedlings and ornamental. These blends will be designed through co-creation and will be tailored to sectorial needs. The performance of these alternative media will be demonstrated and showed to growers at commercial facilities across 4 key regions for horticulture. To demonstrate performance and support decision-making, a digital sensoring system for results monitoring will be developed. To overcome socio-cultural barriers, social innovation, educational and innovative dissemination activities will boost knowledge exchange to raise growers’ confidence in alternatives to peat. To overcome economic barriers, an integral feasibility assessment will be developed (e.g., LCSA) followed by new business and organisational models’ creation. Furthermore, an upscaling plan to replicate the PEATLESS approach at national and European levels will ensure project continuation. This 3-year project involves 12 partners from 4 countries, including RTOs, universities, industry, end-users’ representatives and decision-makers, following a multi-actor approach. By 2050, significant long-term impact is expected, predominantly: 1) Environmental: 2.5m m3 of peat saved with a reduction of 900k t CO2eq); 2) Socio-economic: 5,000 horticultural business with PEATLESS substrates across 40 regions; 3) Policy: +30 recommendations.|10.3030/101216569|Cluster 6
101216923|URBAN PROSUMERS|URBAN PROSUMERS – towards a knowledge transfer hub for empowering citizens as producers and consumers of sustainable solutions to climate-neutrality|2025-10-01|2028-03-31|1999847,5|HORIZON.2.1|HORIZON-MISS-2024-CROSS-02-01|HORIZON-MISS-2024-CROSS-02|HORIZON-MISS-2024-CROSS-02|HORIZON-RIA|The URBAN PROSUMERS project supports the implementation of EU’s Climate Neutral and Smart Cities Mission at the local level in Tampere Region, Finland. This initiative strengthens and enhances the role of local Higher Education Institutions (HEIs) as focal actors of transdisciplinary research and action in sustainability issues. By leveraging citizen science and participatory research methods, the project actively involves Tampere residents and local stakeholders in developing solutions focused on sustainable mobility, food systems and energy. Through co-creation, the project builds a knowledge transfer hub around the topic of sustainable urban prosumerism.The title “URBAN PROSUMERS” highlights the project’s goal to engage residents as both producers and consumers of sustainable solutions, services and knowledge. Through novel participatory infrastructures and a co-creation process guided by HEIs, the project brings together the city, residents, and various actors to identify local needs related to the Mission themes. It funds community experiments that seek social or technological innovations within the three key thematic areas of the project (mobility, food and energy), addressing the needs identified by residents and local entities such as NGOs, associations and city administration.Tampere HEIs play a crucial role by developing and managing a new knowledge transfer hub for sustainable urban prosumerism, integrating this process also into their strategic work. The project aims to create a novel theoretical understanding of the urban prosumerism model through co-creation and experimental community projects. This model can serve as an example for participatory climate action in cities, with potential for scaling and replication in other Mission cities across Finland and Europe.|10.3030/101216923|Cluster MISS
101136649|UP-RISE|EU-AU PARTNERSHIP FOR RESILIENT, INCLUSIVE AND SAFE FOOD SYSTEMS FOR EVERYONE|2024-01-01|2027-12-31|5030905|HORIZON.2.6|HORIZON-CL6-2023-FARM2FORK-01-20|HORIZON-CL6-2023-FARM2FORK-01|HORIZON-CL6-2023-FARM2FORK-01|HORIZON-RIA|The UP-RISE EU-African Union (AU) project integrates food safety practices associated to mycotoxin contamination into all aspects of food production, distribution, marketing and consumption in the AU and provides tangible tools and strategies to enhance inclusive participation in the improved African Food Safety System (AFSS) at the local, national and regional level. UP-RISE activities are aligned with the current AU Food Safety Strategy for Africa, focusing on 3 regions of the AU with field work in 5 target member states (Benin, Côte d’Ivoire, Nigeria, Kenya, and South-Africa).UP-RISE assembles 5 building blocks for knowledge generation and implementation: 1) Roadmaps for a shared quality culture and possible integration of the informal sector in the AFSS; 2) Strengthening the food safety regulatory framework with focus on mycotoxins in both formal and informal sectors; 3) Early warning to prevent mycotoxin contamination and adapt to climate change; 4) Prevention of food losses and improving food safety by providing innovative microbiome-based solutions for mycotoxin reduction and nutritious food and 5) Co-creation, training and mentoring. UP-RISEs co-created solutions will be demonstrated on 5 representative fermented food product value chains based on maize, millet, sorghum or milk and will be implemented in 10 business cases of SMEs in the target AU member states.UP-RISE builds on strong synergies between all excelling consortium members combining social sciences with technological approaches and an outstanding network, which has been complemented with the Accelerator Platform comprising a.o. competent food safety authorities, farmers, consumers and trade organizations.UP-RISE guarantees sustainability through the creation of Training Hubs in each target member state, an AU-EU Microbial Biobank Network, early warning systems, a risk assessment toolkit and a food safety regulatory model.|10.3030/101136649|Cluster 6
101217086|CATALYSE|Knowledge Institutions Catalysing Local Action for Net Zero|2025-09-01|2028-08-31|1999848,75|HORIZON.2.1|HORIZON-MISS-2024-CROSS-02-01|HORIZON-MISS-2024-CROSS-02|HORIZON-MISS-2024-CROSS-02|HORIZON-RIA|The CATALYSE project envisions fostering climate-neutral cities by advancing beyond fragmented experimentation towards mission-oriented policies that are deeply embedded in local contexts. Its core vision is to empower Knowledge Institutions (KI) as transformative hubs within mission-oriented innovation ecosystems. By strengthening the roles of KIs as trusted actors, CATALYSE aims to connect diverse stakeholders, scale social innovations, and enhance collaboration across Europe. The project seeks to create inclusive problem-solution spaces in 4 pilot cities (Leipzig, Manchester, Rotterdam and Vienna) that bridge local needs with global challenges, driving sustainable, socially innovative, and democratically legitimized transitions toward net-zero cities. Through this vision, CATALYSE addresses critical challenges in translating EU Cities Mission goals into localized actions, ensuring that cities can successfully navigate and lead their climate-neutral transformations.|10.3030/101217086|Cluster MISS
101083671|MICROBIOMES4SOY|Healthier diets and sustainable food and feed systems through employing microbiomes for soya production and further use|2024-01-01|2028-12-31|5633542,5|HORIZON.2.6|HORIZON-CL6-2022-FARM2FORK-01-09|HORIZON-CL6-2022-FARM2FORK-01|HORIZON-CL6-2022-FARM2FORK-01|HORIZON-RIA|Animal-based proteins constitute a significant ingredient in European food systems. Dependence on animal-based proteins comes with substantial environmental and health impacts. Hence, the transition toward plant protein-based food systems is now more critical than ever. MICROBIOMES4SOY is an interdisciplinary and intersectoral project that employs a Multi-Actor Approach to ensure that food system actors' needs and key components relevant to the FOOD 2030 priorities are addressed. MICROBIOMES4SOY aims to enable transition pathways by delivering a comprehensive understanding of the microbiomes along the food and feed chains. Exploiting the microbiomes' full potential is essential to ensure sustainable and nutritious food and feed as they are important players throughout the food system, ranging from primary production, where microbes improve plant growth and health, to food production based on microbial processes and ultimately linking to the interactions between animal/human microbiomes and host health. MICROBIOMES4SOY focuses on the soya bean model system, an important protein-rich crop. The project will develop second-generation microbiome applications that sustain crop productivity and improve soya bean seeds' nutritional value and safety under different environmental conditions. MICROBIOMES4SOY will test the effect of dietary intervention based on soya bean-derived protein on the human gut microbiome and health and elaborate microbiome-informed dietary recommendations. The project will also employ microbiome-based solutions to develop novel aquafeeds and establish their effects on the fish gut microbiome and health.MICROBIOMES4SOY consortium comprises 19 partners from 11 countries contributing complementary expertise on soil, plant, human and animal microbiomes, bioinformatics, modelling,  crop production, aquaculture, food/feed production, food systems mapping and scientific communication.|10.3030/101083671|Cluster 6
101216412|HARARA|Co-creating inclusive local climate adaptation practices to deal with experienced heat|2026-01-01|2028-12-31|1999658,75|HORIZON.2.1|HORIZON-MISS-2024-CROSS-02-01|HORIZON-MISS-2024-CROSS-02|HORIZON-MISS-2024-CROSS-02|HORIZON-RIA|European societies, especially in urban areas, are disproportionately affected by the impact of global warming. Global warming can be felt by how people experience heat at home - which is often a combination of the temperature and air humidity in their residence. Experienced heat and heat stress may vary across people’s houses, also depending on the adaptation strategies they apply and affect people’s health outcomes and experiences. Migrant populations, ranging from migrants to their descendants, are often excluded from current data collection and measures, creating environmental injustice, and in turn strengthening social and ethnic inequalities in societies. The HARARA project aims to contribute to the EU Mission on Adaptation to Climate Change by supporting regions such as Belgium and the Netherlands, and more specifically, their cities and local authorities, to become more resilient in the face of climate change impacts. HARARA will systematically integrate insights from multiple disciplines (sociology, ecology, biology, urban planning, etc.), as well as societal and educational institutions, to first empirically assess both subjective and objective climate impacts on migrant groups. Afterwards, a citizen science approach will be taken to empower local migrant communities to actively participate in and contribute to inclusive climate policies of the future through the development of inclusive climate adaptation practices. The inclusive climate adaptation practices will be included in the EC Mission Portal; triangulated with stakeholders, presented in policy briefs and a Toolkit for schools, two sustainable and inclusive fairs, and reports for non-academic audiences. Furthermore, HARARA sets up transdisciplinary knowledge hubs, supported by integration specialists or Gluon researchers, that secure future regional collaborations and transdisciplinary research practices.|10.3030/101216412|Cluster MISS
101135051|ArcSolution|Arctic Pollution in a One Health perspective - from complex challenges to sustainable solutions|2024-08-01|2028-07-31|5998880|HORIZON.2.6|HORIZON-CL6-2023-ZEROPOLLUTION-01-3|HORIZON-CL6-2023-ZEROPOLLUTION-01|HORIZON-CL6-2023-ZEROPOLLUTION-01|HORIZON-RIA|The Arctic is undergoing rapid changes. Multiple stressors such as climate change and pollution from local and remote sources affect human life, wildlife and the ecosystems of the Arctic. These are inseparably connected and require a holistic approach to analyses and assessments of pollution issues, and to their solutions. Using this One Health approach, ArcSolution will provide knowledge and mitigating solutions, co-created with the people of the Arctic. The Arctic is home to a variety of Arctic communities. To capture this diversity, ArcSolution will work in four Arctic locations, i.e. Northern Finland, Svalbard, Northern Norway (Tromsø) and Greenland, integrating local and Indigenous knowledge with environmental, health, technical and social science research in a One Health approach. The One Health framework will be instrumental in identifying knowledge and data gaps, and in synthesizing the information generated and collected in ArcSolution. In addition to scientifically relevant priority pollutants (e.g. per-/polyfluorinated alkylated substances, mercury, (micro)plastics and their additives, and key pathogens), ArcSolution will provide room for research and citizen science projects on locally prioritized issues. We will study pollution from local and remote sources in a climate change context, pollutant accumulation in food webs and human exposure. We will also evaluate current and predict future impacts of these pollutants on Arctic ecosystems and human health. Together with the local communities, we will develop solutions in the fields of circular economy, technology and chemicals management. Our results will be used in education programmes at Arctic schools already connected to ArcSolution. They will be communicated to policy-makers, industry and the scientific community. The One Health-based knowledge will strengthen the knowledge base and contribute to sustainable preventive actions for human life, wildlife and the ecosystems in the Arctic.|10.3030/101135051|Cluster 6
101181686|ArcticKnows|Just knowledge co-creation for a regenerative Arctic economy|2025-10-01|2028-09-30|0|HORIZON.2.6|HORIZON-CL6-2024-COMMUNITIES-01-3|HORIZON-CL6-2024-COMMUNITIES-01|HORIZON-CL6-2024-COMMUNITIES-01|HORIZON-RIA|ArcticKnows will empower Coastal, Local and Indigenous Communities (CLICs) in the Arctic to mobilise their indigenous and local knowledges (including traditional ecological knowledge) and enhance their agency to act towards co-creating regenerative economies and livelihoods in a just, inclusive, and gender-sensitive way. The project convenes CLICs, researchers and other local stakeholders (industry, businesses, civil society, policymakers) in a just and decolonial knowledge co-creation process, to co-design and co-deploy pioneering principles, methodologies, guidelines, frameworks and indicators for regenerative economies and livelihoods, as well as attractive platforms for community engagement and participation. ArcticKnows tackles some of the key challenges including a) climate change and climate related vulnerabilities; b) extractive economic models and mindsets; c) lack of recognition and/or—depending on the context—appropriation of local and indigenous knowledges; and d) lack of CLICs, women, and youth engagement in decision-making. It employs just, decolonial and inclusive knowledge co-creation and multi-actor collaborative and transdisciplinary approaches, for innovating and transforming towards regenerative and climate-wise economy, while co-designing platforms for meaningful community engagement that empowers and strengthen CLICs’, women, youth and other marginalized groups to participate in policy making. In ArcticKnows we cocreate, demonstrate and evaluate examples of regenerative local economies in four Pilots, in Greenland, Norway, Sweden and Finland, focusing on close-to-nature tourism, small-scale climate-resilient agriculture and climate-resilient fisheries, all of which represent environments of multispecies encounters. ArcticKnows advances and activates multispecies coexistence and justice. Finally, it promotes mindful sharing and scaling up best practices, while ensuring intellectual and cultural autonomy of local and indigenous knowledge holders.|10.3030/101181686|Cluster 6
101236115|C2FUe-LS|Turning recycled carbon into valuable fuels for all transport sectors by marrying selective plasma and bio-/chemo-catalysis at mild conditions|2025-10-01|2029-09-30|4028302,5|HORIZON.2.5|HORIZON-CL5-2024-D3-02-02|HORIZON-CL5-2024-D3-02|HORIZON-CL5-2024-D3-02|HORIZON-RIA|+C2Fue-LS aims to develop a direct cold plasma-catalysis pathway, combined with hybrid bio-/nano-catalysis, to efficiently produce alcohols from CO2 recycling, green hydrogen, and renewable electricity. The project focuses on the challenging CO2 plasma-hydrogenation to formaldehyde, followed by its selective conversion to alcohols of precise lengths using a novel formate carboxylase paired with advanced bimetallic nanocatalysts. These catalysts are encapsulated within porous Metal-Organic Frameworks (MOFs) and manufactured as digitally structured modules with hierarchical porous structures, enhancing plasma formation and facilitating substrate and product migration during the CO2-to-alcohol conversion.+C2Fue-LS targets high-efficient and selective production of aviation and shipping fuels operating under mild conditions (≤100 ºC, ambient pressure). By leveraging plasma effects—pioneering in room temperature catalysis—and encapsulating hybrid bio-, chemo-, and nano-catalysts within MOFs and digitally structured modules, the project will significantly reduce the energy barriers and boosts process efficiency and selectivity, producing alcohols as fuels and chemicals without the need of additional purification steps.The project’s modular approach allows for the selective synthesis of various alcohols, including ethanol, under sustainable and energy-efficient conditions. +C2Fue-LS encompasses several key objectives, as (I) Development of innovative plasma-, bio-, nano-, and chemo-catalysts, (II) the design of advanced catalyst carriers with controlled active site distribution, (III) advanced characterization by ex- and in- situ/operando techniques for mechanistic understanding, (IV) lab-scale validation of the technology, including safety assessments, (VI) comprehensive environmental, techno-economic, and socio-economic evaluations.All in all, +C2Fue-LS represents a breakthrough technology in CO2 conversion into valuable alcohols as fuels and added value chemicals.|10.3030/101236115|Cluster 5
101181624|AUTOLOOP|Next generation automated sorting, tracing and closed-loop recycling technologies for non-rewearable textiles|2025-09-01|2029-08-31|4999334,75|HORIZON.2.6|HORIZON-CL6-2024-CircBio-02-1-two-stage|HORIZON-CL6-2024-CIRCBIO-02|HORIZON-CL6-2024-CIRCBIO-02|HORIZON-RIA|AUTOLOOP’s primary ambition is to become a transformative force in the European Textile and Clothing Industry, supporting its transition towards a sustainable circular economy by effectively addressing its current critical challenges. Its overall objective is to develop cutting-edge and scalable technology to build the next generation system for intelligent automated sorting and advanced chemical recycling of non-rewearable textiles (NRT), science-based additive tracing and digitalisation of the textile value chain. Technology development is at the core of the project bringing artificial intelligence powered automated sorting, advanced chemical recycling and additive tracing technologies from their current Technology Readiness Level (TRL) 3 to TRL 5. The textile Data Hub will collect and process data from each recycling step in a Digital Product Passport-compatible format, facilitating transparency, data accessibility and interoperability. The AUTOLOOP chemical recycling technologies are pollutant-resistant and can extract pollutants from the NRT feedstock to deliver a clean and safe fibre product stream through the value chain to the customers. Preliminary modelling suggests that 96% of the net input post-consumer textile can be re-used or recycled by the AUTOLOOP system. According preliminary estimations, a total of 33 AUTOLOOP systems with individual capacity of 11.25 t/h post-consumer textile input can process the total current available NRT potential (1.24 Mt/a) producing: about i) 350,000 t/a of pure NRT fractions, ii) 372,000 t/a Lyocell-fibres, iii) 300,000 t/a virgin quality polyester fibres, iv) 114,000 t/a polyamide and other synthetic fibres. A preliminary estimate suggests that by processing the mentioned NRT potential, the resource savings account to approx. 12,500 million m3 of water, 4.5 TWh of energy and 450,000 ha arable land, relieving pressure from land use change issues and making water available for food and feed production.|10.3030/101181624|Cluster 6
101181402|OLinWASTE|OLINWASTE – SMART SUSTAINABLE BIOREFINING OF OLIVE MILL WASTE INTO BIOCOMPOUNDS FOR PLANT AND SOIL HEALTH, BIOPLASTICS, AND BIOENERGY|2025-05-01|2029-04-30|3999623,75|HORIZON.2.6|HORIZON-CL6-2024-ZEROPOLLUTION-02-2-two-stage|HORIZON-CL6-2024-ZEROPOLLUTION-02|HORIZON-CL6-2024-ZEROPOLLUTION-02|HORIZON-RIA|The OLinWASTE project aims to revolutionize the biorefinery sector by establishing an integrated zero-emission system for olive mill waste. Leveraging advanced anaerobic digestion technology, the project will convert olive mill waste into high-value products such as bioimmunostimulants, biopesticides, biofertilizers, bioplastics, and bioenergy. This innovative approach will significantly reduce greenhouse gas emissions, soil pollution, optimize resource flows, and enhance environmental sustainability. By creating a system digital twin, OLinWASTE will ensure efficient material, energy, and waste management. The project will also focus on noise and odour reduction, thermal energy recovery, and soil, water, and air quality protection. This innovative approach not only creates new revenue streams for the olive oil industry but also sets new benchmarks in waste management and energy efficiency. The mission of the project is to support the olive sector and biogasification operators in improving their environmental performance, circularity, and overall sustainability. With a consortium of leading universities, research institutes, and industry partners, OLinWASTE is set to establish new benchmarks in sustainable waste management and renewable energy production, promoting circularity and cutting the carbon footprint in the olive oil and biogas sectors. By fostering innovation and collaboration, the project aims to create scalable, sustainable solutions that can be widely adopted, ultimately contributing to a more sustainable and environmentally friendly future.|10.3030/101181402|Cluster 6
101188332|ODISSEE|Online Data Intensive Solutions for Science in the Exabytes Era|2025-01-01|2027-12-31|8253357,5|HORIZON.1.3|HORIZON-INFRA-2024-TECH-01-01|HORIZON-INFRA-2024-TECH-01|HORIZON-INFRA-2024-TECH-01|HORIZON-RIA|This project federates efforts from 3 pan-European ESFRI infrastructures (HL-LHC, SKAO and SLICES-RI) in physical sciences, Big Data, and in the computing continuum supporting flagship instruments that will maintain and strengthen European leadership in high-energy physics and astronomy. The main goal is to enable key science projects, with the search for Dark Matter serving as a pilot program, combining the complementary capabilities of these three unique research infrastructures. ODISSEE will deliver evolutionary and revolutionary hardware and software platforms to address the corresponding digital challenges in a highly competitive international context. Developed through a joint and comprehensive R&D program with industry partners, as well as access to cutting edge experimental facilities from SLICES-RI, so as to enable HL-LHC and SKA to process and analyze the vast volumes of raw data they produce. Targeting such dataflow driven applications opens the way to a new range of technologies and services, feeding SLICES-RI with a unique yet representative set of specifications to progress their operational & experimental capacities at an unprecedented scale, increasing the dissemination potential. Bringing these 3 infrastructures to their full capacity, as well as operating and maintaining them, pose similar grand challenges across the digital continuum and require addressing the 3 dimensions of sustainability. Co-design and close partnership of academia with European companies will foster competitiveness of European industry and promote digital sovereignty. The project is deeply embedded into both regional and international R&I ecosystems, with strong connections to several major European initiatives and associated partnerships with main technology providers. Strong and lasting impact is built-in the two-fold exploitation strategy including the development of unique in-depth training for R.I. staff and extensive trans-sectoral dissemination.|10.3030/101188332|Other
101235287|THUNDER|INNOVATION IN E-MEOH PRODUCTION BY ONE-POT TANDEM PROCESS|2025-10-01|2029-09-30|3992190|HORIZON.2.5|HORIZON-CL5-2024-D3-02-02|HORIZON-CL5-2024-D3-02|HORIZON-CL5-2024-D3-02|HORIZON-RIA|THUNDER aims to develop an innovative, modular solution for e-MeOH production, addressing high costs, energy demand, and inefficiencies of benchmark. Using a one-pot tandem approach, the solution combines three reactions: (1) CO2 and H2O vapor capture, (2) co-electrolysis to produce CO and green H2, and (3) CO2/CO hydrogenation to synthesize e-MeOH. THUNDER will enhance efficiency with multifunctional membranes for CO2 capture, advanced electrocatalysts for CO and H2 production, and thermochemical catalysts for hydrogenating CO2 and CO into e-MeOH.  Using renewable energy and recovering surplus heat, THUNDER will reduce energy consumption compared to benchmark. THUNDER modular design reduces infrastructure costs, optimizes material use, and minimizes reliance on critical raw materials.THUNDER’s impact on process efficiency, cost, sustainability, and renewable energy will be evaluated along the project.  5. It’s expected to be a reduction in green house emission of 75%, 50-60% in CAPEX and 8-16% in OPEX.  Additionally, by recycling CO2/H2O vapor and residual heat from fuel cells, THUNDER facilitates e-MeOH production for fuel cell energy generation, effectively closing the carbon loop and optimizing overall resource and energy efficiency. Key outputs include: (i) advanced materials such as catalysts, membranes, and 3D-printed reactors from recycled titanium, (ii) process intensification, integrating all steps into a unified system, (iii) technology optimization from TRL3 to TRL4 through testing with real and simulated flue gases, and (iv) validation of e-MeOH in fuel cells for mobility and electricity applications.In summary, THUNDER will play a pivotal role in the transition to a sustainable economy, fostering modular, efficient and cost-competitive production of carbon-neutral synthetic fuels production from renewable energies.|10.3030/101235287|Cluster 5
101137601|ClimTip|Climate Tipping Points: Uncertainty-aware quantification of Earth system tipping potential from observations and models and assessment of associated climatic, ecological, and socioeconomic impacts|2024-03-01|2028-02-29|0|HORIZON.2.5|HORIZON-CL5-2023-D1-01-02|HORIZON-CL5-2023-D1-01|HORIZON-CL5-2023-D1-01|HORIZON-RIA|The likelihood of large-scale Earth system tipping events under ongoing anthropogenic forcing remains uncertain. In view of the possible irreversibility associated with such events and the potentially catastrophic global consequences on climate, ecosystems, and society, the precautionary principle demands thorough investigation of the underlying mechanisms, compound or cascading impacts, and associated risks. ClimTip will substantially advance the process understanding of possible Earth system Tipping Elements (TEs). It will provide the methodological framework for characterising and constraining potential TEs from paleoclimate, observational and model data, for identifying unknown tipping potential from observations and models, and for quantifying resilience and changes thereof in climate and ecosystems, including early-warning of forthcoming transitions. Earth system models (ESMs) are the primary tool for projecting the risk of large-scale tipping events and ClimTip will substantially improve their representation of suggested TEs. This will enable the identification of safe operating spaces for a stable Earth system by characterising key Earth system TEs in terms of their critical thresholds and rates, hysteresis and overshoot potential via empirical data and ESMs, taking into account the associated uncertainties. As a unique climate service, ClimTip will provide global high-resolution bias-corrected climate fields for large-scale tipping events based on storylines of tipping in comprehensive ESMs. The associated impacts on climate, ecosystems, biodiversity, agriculture, society and economy will be assessed globally and put in relation with the Paris Agreement and the EU Biodiversity Strategy 2030. ClimTip will deliver a comprehensive and precise knowledge basis for tipping-aware risk assessment and adaptation and mitigation strategies. Results will be disseminated to the scientific community, general public, and targeted audiences including IPBES and IPCC.|10.3030/101137601|Cluster 5
